biosampleId,id,individualId,info,libraryLayout,librarySelection,librarySource|id,librarySource|label,libraryStrategy,platform,platformModel|id,platformModel|label,runDate
HG01617,SRR00000555,HG01617,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01618,SRR00000556,HG01618,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01619,SRR00000557,HG01619,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01620,SRR00000558,HG01620,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01623,SRR00000559,HG01623,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01624,SRR00000560,HG01624,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01625,SRR00000561,HG01625,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01626,SRR00000562,HG01626,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01628,SRR00000563,HG01628,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01630,SRR00000564,HG01630,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01631,SRR00000565,HG01631,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01632,SRR00000566,HG01632,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01668,SRR00000567,HG01668,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01669,SRR00000568,HG01669,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01670,SRR00000569,HG01670,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01672,SRR00000570,HG01672,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01673,SRR00000571,HG01673,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01675,SRR00000572,HG01675,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01676,SRR00000573,HG01676,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01678,SRR00000574,HG01678,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01679,SRR00000575,HG01679,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01680,SRR00000576,HG01680,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01682,SRR00000577,HG01682,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01684,SRR00000578,HG01684,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01685,SRR00000579,HG01685,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01686,SRR00000580,HG01686,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01694,SRR00000581,HG01694,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01695,SRR00000582,HG01695,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01697,SRR00000583,HG01697,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01699,SRR00000584,HG01699,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01700,SRR00000585,HG01700,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01702,SRR00000586,HG01702,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01704,SRR00000587,HG01704,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01705,SRR00000588,HG01705,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01707,SRR00000589,HG01707,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01708,SRR00000590,HG01708,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01709,SRR00000591,HG01709,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01710,SRR00000592,HG01710,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01746,SRR00000593,HG01746,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01747,SRR00000594,HG01747,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01756,SRR00000595,HG01756,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01757,SRR00000596,HG01757,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01761,SRR00000597,HG01761,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01762,SRR00000598,HG01762,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01765,SRR00000599,HG01765,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01766,SRR00000600,HG01766,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01767,SRR00000601,HG01767,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01768,SRR00000602,HG01768,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01770,SRR00000603,HG01770,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01771,SRR00000604,HG01771,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01773,SRR00000605,HG01773,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01775,SRR00000606,HG01775,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01776,SRR00000607,HG01776,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01777,SRR00000608,HG01777,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01779,SRR00000609,HG01779,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01781,SRR00000610,HG01781,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01783,SRR00000611,HG01783,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01784,SRR00000612,HG01784,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01785,SRR00000613,HG01785,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01786,SRR00000614,HG01786,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01789,SRR00000615,HG01789,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01790,SRR00000616,HG01790,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01791,SRR00000617,HG01791,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01794,SRR00000618,HG01794,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01795,SRR00000619,HG01795,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01796,SRR00000620,HG01796,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01797,SRR00000621,HG01797,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01798,SRR00000622,HG01798,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01799,SRR00000623,HG01799,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01800,SRR00000624,HG01800,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01801,SRR00000625,HG01801,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01802,SRR00000626,HG01802,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01804,SRR00000627,HG01804,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01805,SRR00000628,HG01805,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01806,SRR00000629,HG01806,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01807,SRR00000630,HG01807,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01808,SRR00000631,HG01808,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01809,SRR00000632,HG01809,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01810,SRR00000633,HG01810,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01811,SRR00000634,HG01811,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01812,SRR00000635,HG01812,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01813,SRR00000636,HG01813,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01815,SRR00000637,HG01815,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01816,SRR00000638,HG01816,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01817,SRR00000639,HG01817,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01840,SRR00000640,HG01840,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01841,SRR00000641,HG01841,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01842,SRR00000642,HG01842,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01843,SRR00000643,HG01843,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01844,SRR00000644,HG01844,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01845,SRR00000645,HG01845,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01846,SRR00000646,HG01846,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01847,SRR00000647,HG01847,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01848,SRR00000648,HG01848,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01849,SRR00000649,HG01849,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01850,SRR00000650,HG01850,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01851,SRR00000651,HG01851,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01852,SRR00000652,HG01852,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01853,SRR00000653,HG01853,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01855,SRR00000654,HG01855,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01857,SRR00000655,HG01857,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01858,SRR00000656,HG01858,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01859,SRR00000657,HG01859,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01860,SRR00000658,HG01860,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01861,SRR00000659,HG01861,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01862,SRR00000660,HG01862,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01863,SRR00000661,HG01863,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01864,SRR00000662,HG01864,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01865,SRR00000663,HG01865,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01866,SRR00000664,HG01866,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01867,SRR00000665,HG01867,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01868,SRR00000666,HG01868,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01869,SRR00000667,HG01869,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01870,SRR00000668,HG01870,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01871,SRR00000669,HG01871,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01872,SRR00000670,HG01872,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01873,SRR00000671,HG01873,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01874,SRR00000672,HG01874,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01878,SRR00000673,HG01878,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01879,SRR00000674,HG01879,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01880,SRR00000675,HG01880,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01882,SRR00000676,HG01882,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01883,SRR00000677,HG01883,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01885,SRR00000678,HG01885,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01886,SRR00000679,HG01886,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01889,SRR00000680,HG01889,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01890,SRR00000681,HG01890,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01892,SRR00000682,HG01892,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01893,SRR00000683,HG01893,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01894,SRR00000684,HG01894,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01896,SRR00000685,HG01896,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01912,SRR00000686,HG01912,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01914,SRR00000687,HG01914,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG01915,SRR00000688,HG01915,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
